Marital_status,Application_mode,Application_order,Course,Previous_qualification_grade,Nationality,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,Status,Attendance_Time,Previous_education,Mothers_education,Fathers_education,1st_year_approved_unit,1st_year_enrolled_unit,1st_year_evaluated_unit,1st_year_credited_unit,1st_year_unevaluated_unit,1st_year_unit_grade,1st_year_completion_unit_rate,1st_year_success_evaluation_rate
single,17,1,Science & Technology,59.5,South Europe,Administrative,Labour,56.6,No,No,Yes,Yes,Female,No,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Primary,Primary,11,12,16,0,0,68.33333333333334,0.9166665902777842,0.6874999570312527
single,43,3,Health Science,63.0,South Europe,Labour,Service & Sales,62.15,Yes,No,No,Yes,Female,Yes,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Middle School,Primary,10,14,16,0,0,59.900000000000006,0.7142856632653098,0.6249999609375024
single,17,3,Business & Management,59.0,South Europe,Service & Sales,Labour,59.0,No,No,No,Yes,Female,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,9,10,18,0,0,60.5,0.8999999100000091,0.49999997222222375
single,44,1,Health Science,70.0,South Europe,Professional,Technician,70.0,Yes,No,No,Yes,Female,No,19,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Bachelor & Specialized Education,High School,9,12,29,0,0,61.04166666666666,0.7499999375000053,0.3103448168846615
single,1,2,Social Science,58.5,South Europe,Administrative,Labour,54.85,Yes,No,No,Yes,Female,No,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,Middle School,9,12,19,0,0,63.0,0.7499999375000053,0.47368418559556913
single,39,1,Business & Management,60.0,South Europe,Labour,Administrative,61.6,No,No,No,Yes,Female,No,27,No,10.8,1.4,1.74,Enrolled,Evening,High School,Middle School,High School,7,10,16,0,0,55.166666666666664,0.699999930000007,0.4374999726562517
single,1,6,Business & Management,64.0,South Europe,Labour,Labour,58.25,No,No,No,Yes,Female,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Primary,5,10,24,0,0,56.66666666666666,0.499999950000005,0.20833332465277812
single,1,1,Business & Management,64.5,South Europe,Administrative,Labour,60.5,Yes,No,No,Yes,Female,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Middle School,5,10,15,0,0,57.08333333333334,0.499999950000005,0.3333333111111126
single,1,3,Health Science,71.5,South Europe,Labour,Labour,66.9,Yes,No,No,Yes,Female,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,Middle School,16,16,16,0,0,71.34375,0.9999999375000038,0.9999999375000038
single,1,1,Business & Management,65.0,South Europe,Labour,Labour,65.9,Yes,No,No,Yes,Female,Yes,19,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Primary,5,10,19,0,0,59.58333333333334,0.499999950000005,0.26315788088642733
single,1,1,Social Science,67.5,South Europe,Technician,Service & Sales,60.5,No,No,No,Yes,Female,No,21,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,High School,6,12,26,0,0,53.0,0.4999999583333368,0.23076922189349144
single,53,1,Health Science,70.0,South Europe,Service & Sales,Service & Sales,71.65,Yes,No,No,No,Female,No,23,No,8.9,1.4,3.51,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,15,21,34,11,0,67.91666666666666,0.7142856802721105,0.44117645761245716
single,1,4,Social Science,62.5,South Europe,Labour,Labour,57.45,Yes,No,Yes,Yes,Female,Yes,19,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,Middle School,8,12,18,0,0,53.5,0.6666666111111158,0.4444444197530878
single,1,1,Social Science,67.5,South Europe,Service & Sales,Armed Forces,60.5,No,No,Yes,Yes,Female,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,High School,7,12,24,0,0,51.5,0.5833332847222263,0.2916666545138894
single,1,1,Health Science,58.5,South Europe,Labour,Labour,58.7,Yes,No,No,Yes,Female,No,19,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,11,14,21,0,0,58.77083333333333,0.7857142295918408,0.5238094988662143
single,1,1,Social Science,66.5,South Europe,Labour,Labour,63.35,Yes,No,No,Yes,Female,No,18,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,Primary,High School,9,12,15,0,0,59.58333333333334,0.7499999375000053,0.5999999600000027
single,1,1,Business & Management,70.0,South Europe,Labour,Technician,65.0,No,No,No,Yes,Male,No,21,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,High School,10,12,18,0,0,63.92857142857142,0.8333332638888947,0.5555555246913597
single,1,1,Business & Management,77.0,South Europe,Professional,Management,68.6,No,No,No,Yes,Male,No,20,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,8,12,21,0,0,52.0,0.6666666111111158,0.38095236281179223
single,44,1,Health Science,65.0,South Europe,Labour,Labour,65.0,No,No,No,No,Male,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,Bachelor & Specialized Education,Bachelor & Specialized Education,8,12,31,3,0,63.0,0.6666666111111158,0.2580645078043707
married,42,1,Business & Management,61.5,South Europe,Labour,Labour,61.5,No,No,No,Yes,Male,No,37,No,9.4,-0.8,-3.12,Enrolled,Evening,No Education,Primary,Primary,10,10,15,0,0,83.50000000000001,0.99999990000001,0.6666666222222252
single,43,1,Business & Management,71.0,South Europe,Labour,Armed Forces,69.25,Yes,No,No,Yes,Male,No,18,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Middle School,High School,10,12,23,0,0,65.5,0.8333332638888947,0.4347825897920613
single,1,1,Business & Management,57.5,South Europe,Technician,Labour,56.8,No,No,No,Yes,Male,No,23,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,12,12,19,0,0,62.5,0.9999999166666736,0.6315789141274255
single,43,1,Business & Management,70.5,South Europe,Professional,Professional,66.65,Yes,No,No,Yes,Male,No,18,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,9,12,21,0,0,62.375,0.7499999375000053,0.4285714081632663
single,43,1,Social Science,70.0,South Europe,Technician,Labour,58.45,No,No,No,Yes,Male,No,32,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,Primary,13,18,25,11,0,59.04761904761905,0.7222221820987677,0.5199999792000009
single,1,1,Social Science,68.5,South Europe,Technician,Labour,73.25,Yes,No,Yes,Yes,Male,No,19,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,21,23,28,10,0,57.95454545454545,0.9130434385633287,0.7499999732142867
single,5,1,Social Science,68.5,South Europe,Management,Armed Forces,72.35,Yes,No,No,Yes,Male,No,20,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,0,0,0,0,0,0.0,0.0,0.0
single,15,1,Business & Management,66.55,Africa,Labour,Technician,50.0,No,No,Yes,Yes,Male,No,40,Yes,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,2,10,20,0,0,52.5,0.19999998000000202,0.09999999500000024
single,1,4,Business & Management,60.0,South Europe,Service & Sales,Armed Forces,55.65,No,No,No,Yes,Male,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Middle School,Middle School,10,10,15,0,0,53.5,0.99999990000001,0.6666666222222252
single,44,1,Science & Technology,75.0,South Europe,Administrative,Administrative,75.0,Yes,No,No,Yes,Female,No,20,No,10.8,1.4,1.74,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,8,10,13,0,1,61.0,0.7999999200000081,0.615384568047341
single,1,3,Health Science,68.0,South Europe,Administrative,Labour,65.55,Yes,No,No,Yes,Female,No,19,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,High School,13,15,21,0,0,66.76468253968254,0.8666666088888928,0.6190475895691624
single,1,1,Health Science,63.0,South Europe,Professional,Labour,61.95,Yes,No,No,Yes,Female,No,19,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,8,12,31,0,0,60.0,0.6666666111111158,0.2580645078043707
single,17,1,Social Science,59.5,South Europe,Technician,Technician,55.3,No,No,No,Yes,Female,No,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,12,14,16,0,0,65.41666666666667,0.8571427959183717,0.7499999531250029
single,1,3,Health Science,77.0,South Europe,Management,Technician,64.5,Yes,No,No,Yes,Female,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,12,16,18,0,4,66.72500000000001,0.7499999531250029,0.6666666296296316
single,1,1,Social Science,63.5,South Europe,Technician,Labour,68.6,Yes,No,No,Yes,Female,No,18,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,10,12,17,0,0,62.29166666666666,0.8333332638888947,0.588235259515573
single,53,1,Social Science,65.0,South Europe,Technician,Service & Sales,65.0,Yes,No,No,No,Female,Yes,22,No,8.9,1.4,3.51,Enrolled,Daytime,Bachelor & Specialized Education,Bachelor & Specialized Education,High School,10,12,18,0,0,57.5,0.8333332638888947,0.5555555246913597
single,17,2,Business & Management,59.0,South Europe,Labour,Technician,56.75,Yes,No,Yes,Yes,Female,No,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,5,10,18,0,0,53.75,0.499999950000005,0.27777776234567986
single,1,1,Science & Technology,71.5,South Europe,Professional,Armed Forces,70.65,No,No,Yes,No,Female,No,23,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Bachelor & Specialized Education,Bachelor & Specialized Education,10,12,21,0,0,67.5,0.8333332638888947,0.47619045351474026
single,1,5,Social Science,61.5,South Europe,Labour,Technician,60.65,Yes,No,No,Yes,Female,No,20,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,12,12,15,0,0,56.66666666666666,0.9999999166666736,0.7999999466666703
single,51,1,Business & Management,65.0,South Europe,Administrative,Administrative,60.0,No,No,No,Yes,Female,No,21,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,High School,8,10,20,0,0,63.66666666666667,0.7999999200000081,0.399999980000001
single,17,1,Social Science,68.0,South Europe,Administrative,Service & Sales,65.4,No,No,No,Yes,Female,No,20,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Primary,12,12,14,0,0,60.0,0.9999999166666736,0.8571427959183717
single,17,2,Health Science,66.0,South Europe,Technician,Service & Sales,62.7,Yes,No,No,No,Female,Yes,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Primary,14,15,17,0,0,66.56785714285715,0.9333332711111153,0.8235293633218022
single,1,1,Health Science,70.0,South Europe,Administrative,Labour,65.8,Yes,No,No,Yes,Female,No,20,Yes,12.4,0.5,1.79,Enrolled,Daytime,High School,High School,High School,12,14,25,1,0,69.78571428571428,0.8571427959183717,0.4799999808000007
single,43,1,Science & Technology,60.0,South Europe,Labour,Professional,60.0,No,No,Yes,Yes,Female,No,21,Yes,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,Bachelor & Specialized Education,7,10,16,2,4,64.25,0.699999930000007,0.4374999726562517
single,1,3,Science & Technology,66.5,South Europe,Technician,Administrative,60.9,Yes,No,No,Yes,Male,No,18,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,6,10,19,0,0,57.5,0.599999940000006,0.31578945706371275
single,51,1,Health Science,65.5,South Europe,Service & Sales,Labour,63.3,Yes,No,No,Yes,Male,No,23,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,Primary,7,14,24,0,0,64.78571428571428,0.49999996428571686,0.2916666545138894
single,17,1,Business & Management,58.0,South Europe,Technician,Administrative,57.85,No,No,No,No,Male,No,22,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,8,10,21,0,0,63.75,0.7999999200000081,0.38095236281179223
single,1,1,Health Science,61.0,South Europe,Professional,Service & Sales,56.65,Yes,No,No,Yes,Female,No,18,No,10.8,1.4,1.74,Enrolled,Daytime,High School,High School,High School,9,10,17,0,0,67.41071428571429,0.8999999100000091,0.5294117335640156
single,5,2,Social Science,61.0,South Europe,Administrative,Service & Sales,56.3,Yes,No,No,Yes,Female,No,22,No,12.7,3.7,-1.7,Enrolled,Daytime,High School,High School,High School,9,12,19,0,0,59.625,0.7499999375000053,0.47368418559556913
single,17,4,Science & Technology,63.5,South Europe,Service & Sales,Service & Sales,60.2,Yes,No,Yes,No,Male,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,0,10,20,0,0,0.0,0.0,0.0
single,1,1,Health Science,67.5,South Europe,Management,Management,65.75,No,No,No,Yes,Male,Yes,21,No,16.2,0.3,-0.92,Enrolled,Daytime,High School,High School,High School,11,15,25,0,0,56.95833333333333,0.7333332844444478,0.4399999824000007
single,1,1,Business & Management,56.0,South Europe,Labour,Service & Sales,56.9,Yes,No,No,Yes,Female,No,21,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Middle School,High School,10,12,20,0,0,54.58333333333334,0.8333332638888947,0.4999999750000012
single,17,5,Social Science,65.0,South Europe,Service & Sales,Service & Sales,65.0,Yes,No,No,Yes,Female,No,20,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,7,12,23,0,0,53.125,0.5833332847222263,0.3043478128544429
separated,39,1,Business & Management,60.0,South Europe,Labour,Labour,55.0,No,No,No,Yes,Female,No,37,No,12.7,3.7,-1.7,Enrolled,Evening,High School,Primary,Primary,5,10,21,0,0,53.33333333333334,0.499999950000005,0.23809522675737013
married,39,1,Social Science,66.55,South Europe,Labour,Labour,50.0,No,No,Yes,Yes,Female,No,37,No,13.9,-0.3,0.79,Enrolled,Evening,High School,Primary,Primary,13,15,22,5,0,58.85416666666666,0.8666666088888928,0.590909064049588
single,39,1,Health Science,70.0,South Europe,Unemployed,Labour,64.65,Yes,No,Yes,Yes,Female,No,28,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Primary,High School,0,12,23,0,0,0.0,0.0,0.0
single,1,5,Business & Management,62.5,South Europe,Labour,Labour,61.1,Yes,No,No,Yes,Female,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Primary,Middle School,3,10,18,0,0,58.75,0.299999970000003,0.1666666574074079
single,39,1,Health Science,50.0,South Europe,Professional,Service & Sales,60.65,Yes,No,No,Yes,Female,No,34,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,14,16,22,0,0,58.528571428571425,0.8749999453125034,0.6363636074380178
single,44,1,Business & Management,75.0,South Europe,Labour,Labour,75.0,No,No,No,Yes,Female,No,31,No,9.4,-0.8,-3.12,Enrolled,Evening,Bachelor & Specialized Education,Primary,Primary,13,13,16,4,0,63.57142857142858,0.9999999230769291,0.8124999492187531
single,1,1,Social Science,72.5,South Europe,Administrative,Armed Forces,65.85,Yes,No,No,Yes,Female,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,High School,Middle School,10,12,15,0,0,62.29166666666666,0.8333332638888947,0.6666666222222252
married,39,1,Social Science,66.55,South Europe,Labour,Labour,65.0,Yes,No,No,Yes,Female,No,31,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Primary,Primary,0,11,21,0,0,0.0,0.0,0.0
single,1,2,Science & Technology,74.5,South Europe,Service & Sales,Service & Sales,70.5,No,No,No,Yes,Male,No,18,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Middle School,Middle School,4,10,18,0,2,60.41666666666666,0.39999996000000404,0.2222222098765439
single,39,1,Science & Technology,75.0,South Europe,Technician,Service & Sales,60.0,No,No,No,Yes,Male,No,24,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,Middle School,5,10,15,0,0,52.91666666666666,0.499999950000005,0.3333333111111126
single,17,3,Science & Technology,60.0,South Europe,Labour,Technician,58.45,Yes,No,Yes,No,Male,No,18,No,8.9,1.4,3.51,Enrolled,Daytime,High School,High School,High School,6,10,18,0,0,55.83333333333334,0.599999940000006,0.3333333148148158
married,39,1,Business & Management,50.0,South Europe,Administrative,Administrative,56.5,No,No,No,Yes,Male,Yes,41,No,8.9,1.4,3.51,Enrolled,Evening,High School,High School,High School,9,10,15,0,0,56.0,0.8999999100000091,0.5999999600000027
married,39,1,Business & Management,65.0,South Europe,Labour,Technician,72.8,No,No,No,Yes,Male,No,34,No,13.9,-0.3,0.79,Enrolled,Evening,High School,Middle School,Middle School,8,10,20,0,0,56.45833333333334,0.7999999200000081,0.399999980000001
single,1,3,Health Science,56.5,South Europe,Technician,Technician,53.9,Yes,No,No,Yes,Female,Yes,20,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,11,14,18,0,0,70.025,0.7857142295918408,0.6111110771604957
single,44,1,Health Science,65.0,South Europe,Labour,Administrative,65.0,Yes,No,No,Yes,Female,No,22,Yes,12.4,0.5,1.79,Enrolled,Daytime,Bachelor & Specialized Education,High School,High School,7,12,31,0,0,60.75,0.5833332847222263,0.22580644432882438
single,1,1,Social Science,60.0,South Europe,Service & Sales,Labour,57.55,No,No,No,Yes,Female,Yes,18,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,Primary,8,12,19,0,0,56.875,0.6666666111111158,0.4210526094182837
single,1,3,Social Science,62.5,South Europe,Labour,Labour,59.0,No,No,No,Yes,Female,Yes,18,No,11.1,0.6,2.02,Enrolled,Daytime,High School,High School,Middle School,12,12,13,0,0,70.83333333333334,0.9999999166666736,0.9230768520710114
single,1,1,Social Science,62.0,South Europe,Professional,Service & Sales,60.8,No,No,No,Yes,Female,No,18,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,10,12,19,0,0,57.333333333333336,0.8333332638888947,0.5263157617728547
single,1,1,Social Science,81.5,South Europe,Service & Sales,Armed Forces,73.3,Yes,No,Yes,Yes,Female,No,18,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,High School,High School,9,12,19,0,0,63.375,0.7499999375000053,0.47368418559556913
single,1,1,Social Science,72.5,South Europe,Service & Sales,Service & Sales,71.1,No,No,No,Yes,Female,No,19,No,9.4,-0.8,-3.12,Enrolled,Daytime,High School,Middle School,Primary,9,12,18,0,0,62.5,0.7499999375000053,0.49999997222222375
single,51,1,Social Science,58.5,South Europe,Professional,Armed Forces,60.0,Yes,No,No,Yes,Female,No,21,No,8.9,1.4,3.51,Enrolled,Daytime,High School,Doctorate,High School,9,12,14,0,0,61.99999999999999,0.7499999375000053,0.6428570969387788
single,17,2,Social Science,57.0,South Europe,Administrative,Unemployed,54.4,Yes,No,No,Yes,Female,No,18,No,13.9,-0.3,0.79,Enrolled,Daytime,High School,High School,High School,11,14,20,0,0,61.833333333333336,0.7857142295918408,0.5499999725000013
single,43,1,Social Science,66.5,South Europe,Service & Sales,Labour,66.5,No,No,No,Yes,Female,No,18,No,15.5,2.8,-4.06,Enrolled,Daytime,High School,High School,High School,0,0,0,0,0,0.0,0.0,0.0
single,1,2,Social Science,60.5,South Europe,Labour,Service & Sales,60.0,Yes,No,No,Yes,Female,No,18,No,10.8,1.4,1.74,Enrolled,Daytime,High School,Middle School,Middle School,7,12,18,0,0,55.625,0.5833332847222263,0.3888888672839518
single,43,1,Business & Management,61.5,South Europe,Labour,Labour,56.6,No,No,No,Yes,Female,No,21,No,7.6,2.6,0.32,Enrolled,Daytime,High School,Bachelor & Specialized Education,High School,13,20,34,7,2,54.345238095238095,0.6499999675000016,0.3823529299307962
single,1,2,Health Science,56.5,South Europe,Labour,Labour,53.35,Yes,No,No,Yes,Female,Yes,20,No,11.1,0.6,2.02,Enrolled,Daytime,High School,Middle School,High School,11,14,18,0,0,62.8,0.7857142295918408,0.6111110771604957
single,39,1,Business & Management,60.0,South Europe,Technician,Technician,70.0,No,No,No,Yes,Female,No,25,No,15.5,2.8,-4.06,Enrolled,Evening,High School,Middle School,Middle School,6,10,22,0,0,55.0,0.599999940000006,0.27272726033057904
single,39,2,Health Science,65.0,South Europe,Labour,Labour,79.5,Yes,No,No,Yes,Female,No,25,No,12.4,0.5,1.79,Enrolled,Daytime,High School,Primary,Primary,12,15,32,0,0,58.89285714285714,0.7999999466666703,0.3749999882812504
